CDS_number,VF_number,Length_bp,Description,1000ng_NoRibo,500ng_NoRibo,100ng_NoRibo,1000ng_Ribodpl,500ng_Ribodpl,100ng_Ribodpl,50ng_Ribodpl,25ng_Ribodpl,10ng_Ribodpl,5ng_Ribodpl_17cyc,5ng_Ribodpl_15cyc,2ng_Ribodpl_17cyc,2ng_Ribodpl_15cyc,1ng_Ribodpl_17cyc,1ng_Ribodpl_15cyc
c1cds1027,VF_1035,621,hypothetical protein,2247,2425,2334,2044,1988,1424,4689,387,2083,2442,2517,1362,899,668,258
c1cds1028,VF_1036,2460,autoinducer regulatory protein AinR,189,180,163,160,122,83,341,9,140,181,140,72,35,11,13
c1cds1029,VF_1037,1143,C8-HSL autoinducer synthesis protein AinS,106,91,100,80,74,44,91,9,44,31,17,29,10,0,2
c1cds1030,VF_1038,1065,23S rRNA pseudouridylate synthase,1350,1494,1471,1500,1441,1051,4194,297,1351,2527,2596,1496,798,417,222
c1cds1031,VF_1039,741,short chain dehydrogenase,333,390,346,330,298,235,750,50,222,418,412,246,233,56,16
c1cds1032,VF_1040,1062,periplasmic protease,636,611,527,446,382,300,1113,68,491,759,564,330,128,34,53
c1cds1033,VF_1041,417,hypothetical protein,23,23,11,14,7,11,17,2,13,0,9,0,0,0,0
c1cds1034,VF_1042,981,hypothetical protein,287,243,194,191,182,118,295,21,169,158,92,87,92,18,6
c1cds1035,VF_1043,1161,hypothetical protein,2018,1708,1235,963,980,678,1812,202,850,799,802,592,373,118,107
c1cds1036,VF_1044,1188,reverse transcriptase,400,401,246,261,260,172,506,40,270,196,243,200,98,77,26
c1cds1037,VF_1045,726,hypothetical protein,50,50,54,33,24,17,95,6,29,62,13,4,17,1,1
c1cds1038,VF_1046,591,hypothetical protein,163,173,161,131,166,101,313,30,117,174,163,74,7,33,13
c1cds1039,VF_1047,471,hypothetical protein,299,368,291,254,249,177,677,75,287,363,232,229,85,62,28
c1cds1040,VF_2604,150,hypothetical protein,79,103,93,81,113,77,343,27,82,45,106,82,73,7,24
c1cds1041,VF_1048,519,hypothetical protein,95,86,58,63,51,36,72,15,73,28,11,17,0,1,0
c1cds1042,VF_1049,858,DNA methylase,22,18,16,14,12,5,20,0,0,14,3,0,2,63,0
c1cds1043,VF_1050,246,hypothetical protein,82,107,110,82,73,43,313,22,69,281,171,129,41,4,2
c1cds1044,VF_1051,2631,DNA topoisomerase I,6837,7789,7589,7520,7106,4959,18272,1316,6600,9762,9544,5895,3336,1860,1208
c1cds1045,VF_1052,1461,divalent anion:sodium symporter family protein,1395,1353,1281,1080,1057,721,2049,136,822,1033,786,665,268,118,119
c1cds1046,VF_1053,1341,sensory transduction protein kinase,1588,1808,1439,1180,1108,670,2641,212,891,1507,1458,849,709,267,231
c1cds1047,VF_1054,474,ScrF protein,676,672,624,530,556,367,918,89,388,366,533,295,178,24,33
c1cds1048,VF_1055,996,fermentative D-lactate dehydrogenase%2C NAD-dependent,1045,1259,1156,1039,1027,699,2172,186,827,970,1183,664,431,121,139
c1cds1049,VF_1056,1710,phosphoglucomutase,2138,2188,1925,1817,1737,1161,4022,270,1325,1923,2448,1508,834,345,261
c1cds1050,VF_1057,636,lysine exporter protein,32,26,29,22,22,10,83,8,44,24,11,16,22,0,0
c1cds1051,VF_1058,615,isomerase%2Fhydrolase,13,28,26,24,31,22,72,12,26,48,24,11,0,3,1
c1cds1052,VF_1059,1668,basic endochitinase,1280,1468,1190,856,803,528,2016,146,788,1450,1163,831,387,303,129
c1cds1053,VF_1060,1230,peptidase T,579,569,494,418,433,267,1098,103,368,662,522,413,243,93,62
c1cds1054,VF_1061,1368,anaerobic C4-dicarboxylate transporter,245,266,245,173,201,143,355,28,160,226,195,160,114,45,22
c1cds1055,VF_1062,1257,adenylosuccinate synthetase,2960,3738,3731,3644,3513,2425,10120,760,3176,5850,5233,3196,1948,679,501
c1cds1056,VF_1063,897,transcriptional regulator,103,132,110,100,98,56,180,13,71,82,174,40,17,2,5
c1cds1057,VF_1064,1395,glutamate decarboxylase,9471,10784,10475,9375,8526,6609,22365,1822,9009,12682,12672,8184,4946,2566,1387
c1cds1058,VF_1065,1878,hypothetical protein,5193,5213,4810,4419,4124,3057,10735,760,4752,6194,5461,3826,2505,1325,791
c1cds1059,VF_1066,903,LysR family transcriptional regulator,86,67,54,43,50,34,140,7,56,140,61,26,1,17,3
c1cds1060,VF_1067,393,quinol oxidase subunit,17,17,13,12,11,5,21,6,17,0,10,8,32,27,1
c1cds1061,VF_1068,867,pirin,41,58,50,62,40,24,123,13,90,72,52,51,53,14,14
c1cds1062,,198,hypothetical protein,14,5,6,2,3,2,3,0,0,0,0,1,0,0,0
c1cds1063,VF_1070,1479,CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase,55,52,34,43,48,30,82,4,21,1,47,22,4,12,8
c1cds1064,VF_1071,1599,CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase,9,10,6,7,11,7,7,1,0,9,7,0,0,0,1
c1cds1065,VF_1072,939,LysR family transcriptional regulator,82,64,92,91,74,44,216,13,61,136,103,100,19,66,13
c1cds1066,VF_1073,954,hypothetical protein,1186,1209,989,883,873,567,1795,103,729,1286,1030,590,539,93,78
c1cds1067,VF_1074,822,AraC family transcriptional regulator,271,308,313,345,339,211,732,46,301,280,206,107,76,23,21
c1cds1068,VF_1075,603,amino acid transporter LysE,89,84,43,49,41,26,73,1,18,55,41,14,48,2,7
c1cds1069,VF_1076,642,sulfite-dehydrogenase,29,36,34,22,29,13,60,7,15,26,0,15,30,7,0
c1cds1070,VF_1077,759,protein NirV,27,16,21,23,19,18,74,2,23,55,15,4,20,2,18
c1cds1071,,405,hypothetical protein,15,10,17,14,13,7,10,0,4,0,16,1,0,13,0
c1cds1072,,660,hypothetical protein,4,9,6,7,4,1,2,0,0,0,0,0,0,0,0
c1cds1073,VF_1080,474,hypothetical protein,26,32,29,16,15,17,62,6,28,10,24,27,1,0,10
c1cds1074,VF_1081,585,TetR family transcriptional regulator,48,72,42,44,49,27,154,4,34,15,60,13,16,4,30
c1cds1075,VF_1082,693,glutathione S-transferase,89,92,83,67,70,51,195,8,71,198,124,37,12,20,13
c1cds1076,VF_1083,861,glutathione S-transferase YghU,156,150,118,113,131,95,336,40,124,161,165,123,31,71,15
c1cds1077,VF_1084,1326,branched-chain amino acid transport system II carrier protein,176,173,217,191,220,145,446,19,192,148,192,210,43,49,16
c1cds1078,VF_1085,615,hypothetical protein,1526,1712,1672,1685,1694,1081,3484,309,1331,1809,1930,993,660,358,296
c1cds1079,VF_2605,153,hypothetical protein,12,8,6,6,4,3,22,1,6,15,4,0,4,0,0
c1cds1080,VF_1086,858,transcriptional regulatory protein,59,66,40,35,36,22,83,1,12,28,16,12,17,0,3
c1cds1081,VF_1087,480,hypothetical protein,9,7,10,4,3,6,12,0,4,0,0,1,0,0,0
c1cds1082,VF_1088,1314,anaerobic C4-dicarboxylate transporter,352,418,469,521,506,338,1139,86,489,724,486,404,111,135,64
c1cds1083,VF_1089,933,hypothetical protein,127,137,115,108,96,72,267,45,125,190,113,56,51,61,15
c1cds1084,VF_1090,1911,transporter,58,47,46,51,46,30,93,3,42,41,10,46,50,4,5
c1cds1085,VF_1091,1575,methyl-accepting chemotaxis protein,203,256,220,241,225,177,540,32,231,241,217,102,24,34,22
c1cds1086,VF_1092,2007,methyl-accepting chemotaxis protein,28,21,10,11,15,8,16,1,10,18,2,6,10,0,1
c1cds1087,VF_1093,1101,glutamate-gated potassium channel,43,31,28,13,15,10,27,4,29,4,16,16,0,2,0
c1cds1088,VF_1094,702,SAM-dependent methyltransferase,84,102,110,80,81,60,253,10,107,197,144,167,18,22,5
c1cds1089,VF_1095,936,LysR family transcriptional regulator,72,79,76,56,73,37,93,11,83,120,69,98,43,1,11
c1cds1090,VF_1096,1206,nucleoside permease NupC,17,18,25,30,37,24,90,13,30,15,50,11,76,4,1
c1cds1091,VF_1097,909,BAX protein,39,47,53,38,41,30,82,5,25,3,8,10,9,1,1
c1cds1092,VF_1098,540,peptidyl-prolyl cis-trans isomerase,138,134,114,122,131,80,198,19,97,137,128,88,15,33,1
c1cds1093,VF_1099,852,beta-lactamase,195,208,183,136,142,95,347,18,102,77,152,137,4,43,11
c1cds1094,VF_1100,789,D-cysteine desulfhydrase,415,433,323,263,248,142,610,48,207,211,272,258,153,91,47
c1cds1095,VF_1101,345,hypothetical protein,407,449,410,359,421,260,1253,88,442,374,497,208,133,32,73
c1cds1096,VF_1102,372,hypothetical protein,93,90,86,89,82,30,132,12,37,24,70,69,51,1,3
c1cds1097,VF_1103,468,hypothetical protein,38,33,17,23,30,10,25,16,11,9,28,16,8,1,0
c1cds1098,VF_1104,777,hypothetical protein,2770,3045,2629,2078,2065,1468,6577,351,2284,3163,2975,2044,1147,594,372
c1cds1099,VF_1105,1230,transporter,1059,1015,772,643,583,394,1097,69,414,676,697,368,316,78,60
c1cds1100,VF_1106,1218,ABC transporter permease,467,508,491,438,483,320,1086,57,375,540,449,389,258,52,39
c1cds1101,VF_1107,684,ABC transporter ATP-binding protein,964,925,720,585,641,392,1305,94,405,711,709,506,271,88,95
c1cds1102,VF_1108,906,molecular chaperone DnaJ,599,629,510,384,402,270,846,46,374,271,392,294,208,101,43
c1cds1103,VF_1109,1185,hypothetical protein,91,114,114,75,81,53,167,27,102,181,142,48,64,5,5
c1cds1104,,258,hypothetical protein,3,7,7,2,1,4,9,0,2,0,11,19,0,0,0
c1cds1105,VF_1111,738,LysR family transcriptional regulator,93,98,71,67,60,57,165,18,51,112,130,66,77,0,8
c1cds1106,VF_1112,984,nonspecific acid phosphatase,589,683,630,555,523,348,1254,91,376,759,565,369,375,198,66
c1cds1107,VF_1113,852,DNA-binding transcriptional regulator,711,789,683,577,501,365,1268,114,459,616,684,306,238,136,39
c1cds1108,VF_1114,903,N-acetylmuramic acid 6-phosphate etherase,202,210,174,164,194,119,478,23,227,374,252,183,76,51,22
c1cds1109,VF_1115,1455,PTS system N-acetylmuramic acid transporter subunit IIBC,191,192,198,185,183,150,444,34,201,100,266,254,85,14,25
c1cds1110,,123,hypothetical protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1cds1111,VF_1116,1281,transcriptional regulatory protein,13,8,9,7,5,3,29,0,5,29,1,0,0,4,0
c1cds1112,VF_1117,1815,methyl-accepting chemotaxis protein,91,85,58,72,67,45,214,10,107,30,76,64,26,0,22
c1cds1113,VF_1118,573,hypothetical protein,34,32,27,39,51,29,106,14,38,34,22,43,0,25,5
c1cds1114,VF_1119,714,permease,19,22,22,16,17,9,44,4,17,17,36,8,0,4,39
c1cds1115,VF_1120,603,acetyltransferase,83,62,52,35,53,25,144,3,28,84,59,51,38,51,26
c1cds1116,VF_1121,1953,transporter,289,308,297,276,250,182,608,46,222,346,310,342,170,50,83
c1cds1117,VF_1122,2037,prolyl endopeptidase,3544,3412,2759,2456,2265,1673,5499,395,1936,3652,3301,2129,1231,598,315
c1cds1118,VF_1123,2544,lipoprotein,218,214,195,148,149,120,381,39,114,371,254,220,68,47,42
c1cds1119,VF_1124,1488,transporter,409,436,432,382,368,276,1087,74,443,632,597,353,288,126,33
c1cds1120,VF_1125,198,hypothetical protein,10,21,10,11,3,3,16,1,3,0,0,0,0,0,0
c1cds1121,VF_1126,1737,hypothetical protein,1922,2099,1723,1569,1579,1221,3083,240,1268,1423,1573,1135,628,176,203
c1cds1122,VF_1127,1755,hypothetical protein,1793,1721,1429,1319,1287,893,2600,221,1122,1237,1279,894,405,155,205
c1cds1123,VF_1128,1890,hypothetical protein,1490,1391,1158,994,960,719,1900,196,921,937,852,622,303,106,122
c1cds1124,VF_1129,960,hypothetical protein,26,53,36,27,35,16,48,6,40,16,27,5,26,5,1
c1cds1125,VF_1130,459,23S rRNA methyltransferase,82,79,73,70,61,42,141,11,37,110,82,14,26,24,10
c1cds1126,VF_1131,480,hypothetical protein,51,80,96,83,81,47,315,17,73,226,151,121,129,24,14
c1cds1127,VF_1132,1383,alpha-amylase,121,150,138,111,125,77,347,42,132,341,150,159,80,44,12
c1cds1128,VF_1133,2010,methyl-accepting chemotaxis protein,1870,2075,1896,1656,1590,1109,3757,293,1159,2073,2045,1027,709,542,182
c1cds1129,VF_1134,351,purine nucleoside phosphoramidase,399,476,454,433,424,301,1182,96,440,589,501,375,192,70,40
c1cds1130,VF_1135,1398,hypothetical protein,1426,1237,947,868,949,695,2963,223,992,1702,1461,990,518,393,259
c1cds1131,VF_1136,390,hypothetical protein,1073,1237,1032,1006,893,674,1998,176,735,1074,1286,609,459,237,198
c1cds1132,VF_1137,591,lipoprotein,2378,2657,2559,2509,2510,1754,5757,476,2172,3225,3199,2098,1084,452,444
c1cds1133,VF_1138,1863,methyl-accepting chemotaxis protein%2C TcpI-related,23,20,25,22,26,12,45,1,23,52,11,20,1,22,0
c1cds1134,VF_1139,423,hypothetical protein,342,289,278,231,202,146,629,23,162,206,269,192,49,42,4
c1cds1135,VF_1140,744,methyltransferase,6,15,14,11,5,8,14,4,8,0,0,0,0,2,0
c1cds1136,VF_1141,837,thiamine kinase,62,56,48,39,41,18,108,8,36,127,55,34,85,39,9
c1cds1137,VF_1142,552,hypothetical protein,1530,1672,1686,1525,1437,938,2783,190,971,1157,1016,728,506,206,130
c1cds1138,VF_1143,1290,respiratory NADH dehydrogenase 2%2Fcupric reductase,748,854,796,746,699,487,1796,138,700,1525,1202,711,405,349,68
c1cds1139,VF_1144,1296,DNA and RNA helicase,393,434,361,359,305,241,780,49,211,503,410,250,248,73,58
c1cds1140,VF_1145,447,hypothetical protein,67,75,56,79,56,49,165,11,66,86,58,45,32,26,6
c1cds1141,VF_1146,2370,chitodextrinase,319,416,322,343,313,201,840,50,288,269,438,247,77,45,30
c1cds1142,VF_1147,1467,peptide transporter induced by carbon starvation,1631,2062,2293,2207,2260,1685,5187,437,2125,2582,2585,1268,733,497,319
c1cds1143,VF_1148,717,two-component response-regulatory protein YehT,164,144,105,79,75,45,97,6,39,50,57,29,13,8,3
c1cds1144,VF_1149,1683,sensory kinase in two-component system with YehT,95,90,101,74,71,35,79,3,56,100,19,13,0,0,4
c1cds1145,VF_1150,588,inner membrane protein associated with acetate transport,74,104,105,100,98,104,295,16,131,122,132,52,48,10,2
c1cds1146,VF_1151,162,hypothetical protein,20,19,28,28,22,6,25,6,0,0,0,0,0,0,0
c1cds1147,VF_1152,876,heat shock protein HtpX,623,750,634,581,571,388,1407,131,447,855,798,551,261,180,106
c1cds1148,VF_1153,420,hypothetical protein,83,108,101,103,97,73,261,45,98,167,87,56,29,20,13
c1cds1149,VF_1154,513,hypothetical protein,35,53,44,37,48,27,53,3,43,38,12,24,0,20,0
c1cds1150,VF_1155,1284,proton glutamate symport protein,59,78,73,68,53,50,150,16,44,111,38,57,29,44,1
c1cds1151,VF_1156,1410,chlorohydrolase%2Fdeaminase family protein,210,253,197,232,180,149,528,35,208,226,283,105,78,38,45
c1cds1152,VF_1157,1548,carboxypeptidase,61,61,53,33,45,35,92,3,20,27,58,46,14,0,2
c1cds1153,VF_1158,552,hypothetical protein,20,15,12,12,11,11,16,6,9,4,5,3,6,0,0
c1cds1154,VF_1159,1401,asparaginyl-tRNA synthetase,5132,6406,6654,6509,6259,4341,15806,1206,5767,7856,7475,5084,2518,1549,917
c1cds1155,VF_1160,363,6-pyruvoyl tetrahydrobiopterin synthase,58,84,73,90,93,62,183,11,105,52,88,44,4,20,10
c1cds1156,VF_1161,1158,periplasmic protein of efflux system,158,183,156,134,133,94,213,19,108,163,149,108,116,20,20
c1cds1157,VF_1162,1281,outer membrane protein TolC,249,240,200,174,173,105,350,46,95,179,177,133,75,47,19
c1cds1158,VF_1163,1218,export ABC transporter permease,191,193,174,171,193,120,421,28,197,233,228,182,83,51,58
c1cds1159,VF_1164,1284,export ABC transporter permease,243,221,197,170,157,86,357,24,125,205,200,66,17,11,34
c1cds1160,VF_1165,726,macrolide ABC transporter ATP-binding%2Fmembrane protein,251,277,173,174,184,135,354,35,133,154,214,106,103,28,51
c1cds1161,VF_1166,978,hypothetical protein,67,96,72,88,63,52,106,7,45,148,47,26,21,0,0
c1cds1162,VF_1167,1245,exonuclease SbcD,282,316,274,263,270,193,775,61,309,384,449,267,87,38,35
c1cds1163,VF_1168,3681,exonuclease%2C dsDNA%2C ATP-dependent,1971,1975,1518,1326,1246,869,2992,191,811,1498,1430,1122,576,390,208
c1cds1164,VF_1169,486,acyl-CoA hydrolase,1151,1115,884,774,735,388,1575,114,518,1269,1033,568,335,266,129
c1cds1165,VF_1170,432,hypothetical protein,138,112,102,81,87,52,196,15,56,54,111,56,68,32,14
c1cds1166,VF_1171,1155,tyrosine-specific transport protein,95,109,123,103,95,64,179,25,58,68,73,91,29,7,26
c1cds1167,VF_1172,1167,tyrosine-specific transport protein,102,82,79,71,55,43,145,12,86,49,84,34,3,30,21
c1cds1168,VF_1173,357,lipoprotein,1159,1140,834,688,599,433,1421,70,544,1294,962,779,320,167,117
c1cds1169,VF_1174,360,lipoprotein,1720,1560,1155,1002,1012,675,2396,196,848,1317,1184,608,256,135,76
c1cds1170,VF_1175,555,hypothetical protein,76,70,48,47,37,18,83,5,46,22,57,30,2,0,5
c1cds1171,VF_1176,1362,L-serine deaminase I,1691,2007,2156,2111,1987,1542,5299,426,1984,2771,2969,1576,1065,565,295
c1cds1172,VF_1177,1260,serine transporter,2438,2992,3442,2933,2912,1760,5870,415,2345,2526,2722,1617,761,500,233
c1cds1173,VF_1178,582,NUDIX hydrolase,17,26,28,13,21,11,12,1,20,1,19,0,0,0,0
c1cds1174,VF_1179,1371,aminodeoxychorismate synthase subunit I,205,220,188,132,130,91,269,25,93,161,116,100,75,63,7
c1cds1175,VF_1180,1530,anaerobic class I fumarate hydratase,9946,11248,10188,7930,7008,5313,18133,1228,6829,10299,10314,5798,4032,1802,1194
c1cds1176,VF_1181,357,lipoprotein,401,435,317,266,252,197,880,40,314,478,377,375,184,115,65
c1cds1177,VF_1182,1035,acriflavin resistance periplasmic protein,560,675,562,495,477,327,1344,89,487,615,626,380,280,165,47
c1cds1178,VF_1183,1083,acriflavin resistance periplasmic protein,700,605,430,416,413,296,783,87,381,431,458,366,199,153,53
c1cds1179,VF_1184,3078,acriflavin resistance plasma membrane protein,1145,1254,1176,1027,976,764,2490,210,1103,996,1323,898,476,344,216
c1cds1180,VF_1185,387,hypothetical protein,337,313,249,209,228,114,518,77,189,351,305,222,170,31,23
c1cds1181,VF_1186,1191,cystathionine beta-lyase,651,828,906,798,828,580,2654,155,793,1501,1331,801,493,292,131
c1cds1182,VF_1187,351,hypothetical protein,149,177,192,196,174,122,620,35,126,126,177,129,48,3,9
c1cds1183,VF_1188,1146,Fe-containing alcohol dehydrogenase,53350,66693,63053,65924,63292,43472,136341,10302,51769,73105,71051,43678,26149,13085,7448
c1cds1184,VF_1189,600,GTP cyclohydrolase II,147,146,123,161,141,92,325,22,127,206,139,115,114,42,23
c1cds1185,VF_1190,1254,hypothetical protein,105,113,113,91,80,66,167,17,108,137,172,68,71,2,32
c1cds1186,VF_1191,1404,thiol oxidoreductase,30,31,33,17,24,19,51,3,26,50,13,44,3,1,0
c1cds1187,VF_1192,1011,lipoprotein,39,56,51,37,22,9,85,2,25,15,34,24,18,4,0
c1cds1188,VF_1193,1119,hypothetical protein,46,30,29,17,16,10,56,3,26,30,36,34,6,4,4
c1cds1189,VF_1194,654,metal-binding protein,693,810,786,714,676,487,1650,101,570,1059,796,720,282,180,129
c1cds1190,VF_1195,387,hypothetical protein,279,338,323,282,276,189,685,42,177,290,273,170,82,14,27
c1cds1191,VF_1196,915,hypothetical protein,319,360,293,345,332,249,850,77,395,433,490,272,183,40,34
c1cds1192,VF_1197,1173,tyrosine transporter,45,49,42,24,60,34,90,8,28,29,50,24,5,0,0
c1cds1193,VF_1198,1233,competence-damage protein,1655,1906,1575,1458,1340,992,3521,242,1232,1760,1740,1087,543,344,272
c1cds1194,VF_1199,279,%28Fe-S%29-binding protein,192,166,149,158,157,81,323,13,158,247,282,90,61,8,4
c1cds1195,VF_1200,2076,diguanylate cyclase,1400,1588,1197,1137,1087,688,1990,172,819,844,776,562,263,138,39
c1cds1196,,222,hypothetical protein,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
c1cds1197,VF_1201,1134,ribonucleotide-diphosphate reductase subunit beta,1598,1899,1841,1818,1757,1228,3826,306,1503,1553,1754,1020,650,344,110
c1cds1198,VF_1202,2277,ribonucleotide-diphosphate reductase subunit alpha,5855,6307,5870,5702,5550,4006,11518,866,4571,5277,5123,3255,1768,744,670
c1cds1199,VF_1203,705,3-demethylubiquinone-9 3-methyltransferase,836,895,747,502,451,277,924,53,330,434,591,350,123,122,83
c1cds1200,VF_1204,2637,DNA gyrase subunit A,10821,13217,13744,13370,12771,9718,33237,2637,12653,18224,17955,10545,6144,3041,1877
c1cds1201,VF_2608,222,hypothetical protein,875,863,727,779,709,349,1563,105,571,948,832,584,289,72,78
c1cds1202,VF_1205,708,hypothetical protein,1200,1391,1231,1300,1163,861,2573,226,1047,1366,1194,613,475,155,115
c1cds1203,VF_1206,549,PAP2 family phosphoesterase,213,181,140,120,104,67,182,9,59,189,84,83,75,30,17
c1cds1204,VF_1207,1353,chaperone,215,257,240,277,236,166,511,48,217,306,161,132,105,32,20
c1cds1205,VF_1208,318,hypothetical protein,26,33,33,34,18,21,47,2,59,0,8,40,11,0,0
c1cds1206,VF_1209,1083,membrane metalloprotease,155,176,126,129,125,90,242,19,114,121,77,108,31,28,5
c1cds1207,VF_1210,747,Gram-positive sporulation control protein Spo0M,465,509,481,555,566,461,1273,111,552,674,607,329,208,60,49
c1cds1208,VF_1211,291,hypothetical protein,889,885,871,790,781,560,1427,106,481,403,352,390,172,42,45
c1cds1209,VF_1212,396,lactoylglutathione lyase,716,614,485,431,476,290,1268,83,463,836,868,564,353,108,105
c1cds1210,VF_1213,291,hypothetical protein,35,25,25,16,13,6,36,0,16,1,2,5,0,9,0
c1cds1211,VF_1214,1929,threonyl-tRNA synthetase,7004,6966,5990,5997,5689,3927,15697,1259,5705,11043,8933,6137,3493,2224,1117
c1cds1212,VF_1216,471,protein chain initiation factor IF-3,18676,22121,19970,20637,20079,16013,86528,6089,27596,46766,47181,31284,17309,10600,5450
c1cds1213,VF_1217,195,50S ribosomal protein L35,16341,17372,14871,17885,19178,13091,32352,2549,14946,13342,13398,8342,4652,2472,1816
c1cds1214,VF_1218,354,50S ribosomal protein L20,8630,12518,13846,13931,14644,13271,45771,3666,16181,14377,14436,8729,5389,2708,1716
c1cds1215,VF_1219,1320,oxidoreductase NAD-binding domain-containing protein,39,44,33,24,24,14,81,3,11,55,30,11,7,0,0
c1cds1216,VF_1220,780,hemin importer ATP-binding subunit,20,20,14,18,10,4,20,5,19,23,0,27,0,0,0
c1cds1217,VF_1221,1038,hemin transport system permease HmuU,3,3,3,3,5,3,8,0,0,0,5,0,0,0,0
c1cds1218,VF_1222,849,hemin-binding periplasmic protein HmuT precursor,10,10,11,5,5,4,9,0,0,0,1,0,0,0,0
c1cds1219,VF_1223,420,TonB system transport protein ExbD1,2,1,1,1,1,1,4,0,0,0,1,0,0,0,0
c1cds1220,VF_1224,684,TonB system transport protein ExbB1,2,4,3,0,5,0,0,3,0,27,0,0,0,0,0
c1cds1221,VF_1225,765,TonB1 protein,1,9,3,4,5,1,6,0,0,14,19,0,0,0,0
c1cds1222,VF_1226,1377,coproporphyrinogen III oxidase,15,8,13,6,7,5,9,0,4,0,4,5,0,0,0
c1cds1223,VF_1227,537,HuvX protein,13,11,17,5,7,11,24,1,12,3,12,9,0,0,0
c1cds1224,VF_1228,528,HutZ protein,51,58,64,64,65,50,141,7,36,57,59,1,64,27,0
c1cds1225,VF_1229,2058,VgrG protein,39,37,53,32,31,18,71,8,21,25,44,13,31,22,0
