CDS_number,VF_number,Length_bp,Description,Plk1,Plk2,Plk3,Swt1,Swt2,Swt3,Vnt1,Vnt2,Vnt3
c1cds811,VF_0821,1770,succinate dehydrogenase flavoprotein subunit,1728,4233,5151,18277,28377,3492,118,1143,1871
c1cds812,VF_0822,714,succinate dehydrogenase iron-sulfur subunit,1694,2291,2460,10019,11972,1372,39,540,981
c1cds813,VF_0823,2817,2-oxoglutarate dehydrogenase E1,9011,7015,9628,100386,60590,9558,185,1277,2015
c1cds814,VF_0824,1212,dihydrolipoamide succinyltransferase,6429,3717,4552,50373,39821,5665,97,386,521
c1cds815,VF_0825,1167,succinyl-CoA synthetase subunit beta,6464,2873,3853,50161,34801,3434,4,190,249
c1cds816,VF_0826,873,succinyl-CoA synthetase subunit alpha,8439,2220,3286,45055,32968,3198,94,373,523
c1cds817,VF_0827,1656,methyl-accepting chemotaxis protein,587,356,379,330,516,171,94,341,319
c1cds818,VF_0828,786,zinc ABC transporter membrane protein,113,271,259,113,79,28,95,81,92
c1cds819,VF_0829,771,zinc ABC transporter ATP-binding protein,139,340,315,247,108,38,0,132,166
c1cds820,VF_0830,894,zinc ABC transporter periplasmic substrate-binding protein,281,556,360,661,241,86,158,373,449
c1cds821,VF_0831,1341,peptidase,497,810,927,1360,488,202,129,606,809
c1cds822,VF_0832,3408,hypothetical protein,2254,1829,1590,1309,797,313,408,915,1178
c1cds823,VF_0833,228,ferrous ion transport protein A,1259,2813,2626,1727,64,12,35,126,235
c1cds824,VF_0834,2277,bifunctional ferrous iron transporter%2C protein B%2F GTP-binding protein%2Fmembrane protein,12282,32751,29760,17294,1246,312,492,2351,3567
c1cds825,VF_0835,243,hypothetical protein,1072,3669,3190,613,153,17,42,328,633
c1cds826,VF_0836,2166,phosphate acetyltransferase,5310,1866,3043,25217,4750,2472,161,757,1672
c1cds827,VF_0837,1197,acetate kinase,10035,18606,32767,15086,8125,2813,237,4714,9843
c1cds828,VF_0838,450,hypothetical protein,18918,14118,13543,2763,5053,1152,2277,2974,6378
c1cds829,VF_0839,1734,arginyl-tRNA synthetase,2731,6875,11653,10215,4749,1431,89,1784,2780
c1cds830,VF_0840,597,hypothetical protein,440,790,1017,581,285,98,35,192,310
c1cds831,VF_0841,1233,dehydrogenase,297,199,215,1088,686,195,27,108,190
c1cds832,VF_0842,1068,O-methyltransferase,441,596,477,2732,2648,604,86,305,475
c1cds833,VF_0843,576,lipoprotein,278,413,332,1693,659,205,98,231,270
c1cds834,VF_0844,729,hypothetical protein,472,424,557,1084,695,260,23,434,491
c1cds835,VF_0845,798,1-acyl-sn-glycerol-3-phosphate acyltransferase,585,631,692,403,290,100,12,349,417
c1cds836,VF_0846,297,acyl carrier protein,394,623,500,648,662,174,67,214,399
c1cds837,VF_0847,258,acyl carrier protein,1068,545,529,1072,774,307,78,337,498
c1cds838,VF_0848,561,DNA gyrase subunit B,197,240,257,496,592,96,20,187,369
c1cds839,VF_0849,1404,AMP-%28fatty%29acid ligase,234,288,277,654,475,94,12,122,207
c1cds840,VF_0850,375,AMP-%28fatty%29acid ligase,213,163,145,189,51,44,49,86,129
c1cds841,VF_0851,1692,acyltransferase,1220,1301,1411,2308,1260,355,64,313,653
c1cds842,VF_0852,1536,phenylalanine and histidine ammonia-lyase,2146,1460,2039,5361,3923,1285,13,579,1171
c1cds843,VF_0853,447,esterase,462,458,515,846,994,220,34,157,399
c1cds844,VF_0854,621,hypothetical protein,705,454,503,946,723,232,46,209,348
c1cds845,VF_0855,1896,transporter,911,757,828,1043,448,159,0,128,200
c1cds846,VF_0856,627,phospho-N-acetylmuramoyl-pentapeptide-transferase,577,359,421,513,374,105,70,101,268
c1cds847,VF_0857,1188,3-oxoacyl-ACP synthase,788,621,863,1363,1349,317,45,100,237
c1cds848,VF_0858,471,3-hydroxylacyl-ACP dehydratase,409,223,292,689,584,185,0,42,94
c1cds849,VF_0859,726,3-ketoacyl-ACP reductase,1080,927,1177,2042,2169,705,83,249,530
c1cds850,VF_0860,1236,3-oxoacyl-ACP synthase,1590,1217,1718,3814,4057,1126,48,313,469
c1cds851,VF_0861,444,heat shock protein HslJ,21881,18416,20546,9431,7256,1654,1011,6345,15100
c1cds852,VF_0862,279,50S ribosomal protein L25,17859,45450,45463,19061,29099,9931,1911,9760,17056
c1cds853,VF_0863,426,hypothetical protein,1956,2147,2410,780,944,203,182,595,818
c1cds854,VF_0864,1725,ATP-dependet helicase,120,162,252,485,227,51,27,62,99
c1cds855,VF_0865,1548,hydrolase,1798,1240,1370,557,573,147,54,424,936
c1cds856,VF_0866,675,hypothetical protein,19,10,19,10,10,2,18,7,15
c1cds857,VF_0867,624,lipoprotein,80,57,72,21,39,10,0,28,90
c1cds858,VF_0868,504,hypothetical protein,272,347,443,324,322,85,0,182,184
c1cds859,VF_0869,294,hypothetical protein,54,43,37,58,52,13,0,25,25
c1cds860,VF_0870,573,acetyltransferase,9,13,11,94,32,11,0,15,7
c1cds861,VF_0871,543,TetR family transcriptional regulator,67,128,130,409,206,45,0,90,76
c1cds862,VF_0872,1089,methyl-accepting chemotaxis protein,188,115,124,122,78,29,47,73,96
c1cds863,VF_0873,387,hypothetical protein,108,98,76,1200,332,78,25,74,101
c1cds864,VF_0874,900,preprotein translocase subunit SecF,113,80,129,48,58,51,0,48,88
c1cds865,VF_0875,1824,preprotein translocase subunit SecD,60,56,69,80,66,66,41,60,73
c1cds866,VF_0876,537,hypothetical protein,92,146,230,345,164,39,108,142,210
c1cds867,VF_0877,906,LysR family transcriptional regulator,2693,1087,1245,143,96,28,55,208,626
c1cds868,VF_0878,1041,EmrKY-TolC multidrug resistance efflux pump%2C membrane fusion protein component,95,102,139,503,405,104,20,69,138
c1cds869,VF_0879,1602,multidrug efflux system protein,51,81,94,390,264,84,0,59,85
c1cds870,VF_0880,705,16S rRNA pseudouridylate 516 synthase,390,1145,1900,1062,684,179,101,508,765
c1cds871,VF_0881,1206,bicyclomycin%2Fmultidrug efflux system protein,217,457,559,475,426,102,0,90,114
c1cds872,VF_0882,681,hypothetical protein,376,523,489,617,477,163,141,207,260
c1cds873,VF_0883,1443,hypothetical protein,4051,2975,2722,578,562,124,174,347,847
c1cds874,VF_0884,672,ABC transporter ATP-binding protein,289,329,514,466,294,55,13,273,365
c1cds875,VF_0885,2454,ABC transporter permease,540,625,850,598,260,74,35,157,200
c1cds876,VF_0886,1122,hypothetical protein,576,660,665,415,196,72,69,185,276
c1cds877,VF_0887,1149,pH-dependent sodium%2Fproton antiporter,2294,4282,4633,2888,3776,878,169,1788,2654
c1cds878,VF_0888,1203,trans-2-enoyl-CoA reductase,10087,9643,10495,25945,18237,4932,336,3898,8742
c1cds879,VF_0889,1683,hypothetical protein,2087,2827,4365,1060,464,134,74,376,621
c1cds880,VF_0890,264,glutaredoxin,1145,876,841,1403,1286,361,74,713,889
c1cds881,VF_0891,858,DNA-binding transcriptional regulator HexR,1340,1924,2093,1999,896,340,146,1407,2691
c1cds882,VF_0892,1644,glutamate decarboxylase,1004,3095,4132,2575,1360,374,65,921,1249
c1cds883,VF_0893,513,hypothetical protein,314,799,753,1481,1237,296,51,539,744
c1cds884,VF_0894,900,transporter,104,271,226,272,180,33,4,229,313
c1cds885,VF_0895,924,hypothetical protein,501,536,540,1190,884,225,126,248,409
c1cds886,VF_0896,630,DNA transformation protein TfoX1 %28Sxy%29,604,2021,1413,979,1511,297,1064,839,1122
c1cds887,VF_0897,549,hypothetical protein,1546,6336,6158,8227,2929,767,42,1605,2362
c1cds888,VF_0898,1302,lipoprotein,1373,1460,1385,4087,2803,931,229,977,1018
c1cds889,VF_0899,1083,phosphoserine aminotransferase,1860,3003,4188,3289,2814,510,86,1101,1688
c1cds890,VF_0900,1722,cysteine%2Fglutathione ABC transporter membrane%2FATP-binding protein,1103,1383,1836,3236,1819,641,30,305,390
c1cds891,VF_0901,1773,cysteine%2Fglutathione ABC transporter membrane%2FATP-binding protein,1019,1652,2086,3062,1560,462,77,380,521
c1cds892,VF_0902,966,thioredoxin reductase,3849,3557,4435,6105,6924,1543,203,1352,1908
c1cds893,VF_0903,1119,alanine dehydrogenase,3337,565,978,16850,28332,4325,36,180,212
c1cds894,VF_0904,492,leucine-responsive transcriptional regulator,1256,1309,1498,4610,3034,677,90,487,497
c1cds895,VF_0905,3435,DNA-binding membrane protein,3540,4006,4356,5289,3394,970,328,1273,2603
c1cds896,VF_0906,597,outer-membrane lipoprotein carrier protein,1862,1965,2135,1706,1140,300,87,371,689
c1cds897,VF_0907,1347,recombination factor protein RarA,1047,849,1024,1173,812,226,111,439,927
c1cds898,VF_0908,1308,seryl-tRNA synthetase,3499,6644,9525,21874,16456,4626,104,2810,4443
c1cds899,VF_0909,435,thioredoxin,1300,570,890,1905,1019,350,161,393,684
c1cds900,VF_0910,324,dsDNA-mimic protein,1243,3254,3576,888,464,114,52,902,1503
c1cds901,VF_0911,1305,inosine%2Fguanosine kinase,1922,3326,4326,2052,1223,299,220,1390,2646
c1cds902,VF_0912,876,hypothetical protein,817,965,1029,838,1082,440,93,326,678
c1cds903,VF_0913,996,glyceraldehyde-3-phosphate dehydrogenase,24655,23380,29229,98976,101700,46788,794,11134,18299
c1cds904,VF_0914,408,methionine sulfoxide reductase B,2030,1788,1547,902,1212,276,243,693,1041
c1cds905,VF_0915,843,hypothetical protein,289,692,503,1361,724,389,146,123,66
c1cds906,VF_0916,288,general negative regulator of transcription subunit 1,238,415,265,296,239,64,756,225,328
c1cds907,VF_2596,150,hypothetical protein,124,174,141,368,162,46,43,314,181
c1cds908,VF_0917,861,cation transporter%2C voltage-gated ion channel cation transporter,423,704,539,333,208,53,46,263,325
c1cds909,VF_0918,2502,bifunctional acetaldehyde-CoA dehydrogenase%2Firon-dependent alcohol dehydrogenase%2Fpyruvate-formate lyase deactivase,13982,30118,37032,26528,122585,41793,2006,14907,37081
c1cds910,VF_0919,672,short chain dehydrogenase,6461,3422,2915,735,866,391,96,2280,2495
c1cds911,VF_0920,507,hypothetical protein,173,914,649,1668,2102,270,37,55,41
c1cds912,VF_0921,585,superoxide dismutase%2C Fe,16226,8365,10156,40291,46894,10398,592,3880,7232
c1cds913,VF_0922,336,glutaredoxin,4599,3943,4545,6320,2192,754,83,1214,1363
c1cds914,VF_0923,1320,response regulator receiver domain-containing protein,249,316,442,747,324,107,14,170,179
c1cds915,VF_0924,1329,transporter,709,887,1030,1276,719,190,34,289,318
c1cds916,VF_0925,669,ribonuclease T,341,406,533,453,240,57,32,209,298
c1cds917,VF_0926,879,flagellar motor protein MotY,965,4178,3396,907,538,135,46,310,324
c1cds918,VF_0927,435,hypothetical protein,622,2031,736,1589,48,12,207,339,359
c1cds919,VF_0928,417,glyoxalase I%2C Ni-dependent,1793,1128,1301,2802,2620,602,232,410,725
c1cds920,VF_0929,636,DNA glycosylase and apyrimidinic %28AP%29 lyase,798,1020,976,959,685,279,211,158,329
c1cds921,VF_0930,684,electron transport complex protein RsxE,632,911,1068,662,473,134,51,167,331
c1cds922,VF_0931,633,electron transport complex protein RnfG,550,524,652,771,386,153,29,119,228
c1cds923,VF_0932,996,inner membrane oxidoreductase %28Rnf%2FRsx reducing system%29,995,475,513,1542,418,169,108,190,323
c1cds924,VF_0933,2484,electron transport complex protein RnfC,1808,1003,1656,3534,1181,324,47,292,605
c1cds925,VF_0934,585,electron transport complex protein RnfB,242,428,400,592,267,76,11,148,231
c1cds926,VF_0935,582,Na%28%2B%29-translocating NADH-quinone reductase subunit E,388,365,426,529,216,81,28,356,399
c1cds927,VF_0936,2031,excinuclease ABC subunit B,1377,1714,2084,2463,1890,568,304,648,991
c1cds928,VF_0937,1431,autoinducer repressor protein LuxO,467,504,425,710,663,226,146,381,642
c1cds929,VF_0938,357,autoinducer phosphorelay protein LuxU,509,201,224,309,186,75,195,206,272
c1cds930,VF_0939,879,transferase,908,1207,1208,1789,1952,564,36,416,758
c1cds931,VF_0940,990,molybdenum cofactor biosynthesis protein A,4398,2677,2226,1341,998,169,355,1861,3685
c1cds932,VF_0941,480,molybdenum cofactor biosynthesis protein MoaC,392,386,363,1101,298,110,6,501,846
c1cds933,VF_0942,246,molybdopterin synthase small subunit,124,181,130,237,100,35,24,173,305
c1cds934,VF_0943,447,molybdopterin synthase%2C large subunit,438,426,491,661,275,64,48,411,617
c1cds935,VF_0944,966,glutathione synthase%2Fribosomal protein S6 modification glutaminyl transferase,10883,7364,9886,7002,6237,1400,444,2207,5712
c1cds936,VF_0945,1509,hypothetical protein,13136,9113,9493,9805,8852,2113,154,2574,5219
c1cds937,VF_0946,771,ATP-dependent Zn protease,304,359,398,1495,704,246,25,255,356
c1cds938,VF_0947,975,S-adenosyl-L-methionine-dependent methyltransferase,945,1601,1765,2072,1899,506,230,849,1272
c1cds939,VF_0948,729,methyltransferase,293,593,631,691,339,110,16,388,532
c1cds940,VF_0949,1776,aspartyl-tRNA synthetase,9217,14783,21887,17533,12465,3292,401,4263,6260
c1cds941,VF_0950,522,Holliday junction resolvase,148,48,47,64,28,11,0,12,24
c1cds942,VF_0951,624,Holliday junction DNA helicase RuvA,488,587,570,1076,571,160,116,226,355
c1cds943,VF_0952,1014,Holliday junction DNA helicase RuvB,771,1212,1143,1034,548,140,120,327,514
c1cds944,VF_0953,1590,cytochrome d terminal oxidase%2C subunit I,14313,27495,35093,36037,35744,9048,490,5445,10035
c1cds945,VF_0954,1137,cytochrome d terminal oxidase%2C subunit II,12160,15139,21512,25422,27986,8507,529,2498,5183
c1cds946,VF_0955,108,cyd operon protein YbgT,649,318,217,883,403,194,1,72,74
c1cds947,VF_0956,303,hypothetical protein,13896,11232,13147,8899,10726,2377,153,2103,4039
c1cds948,VF_0957,411,acyl-CoA thioesterase,439,508,416,632,521,133,53,296,384
c1cds949,VF_0958,687,membrane spanning protein in TolA-TolQ-TolR complex,887,872,949,1034,762,272,63,520,830
c1cds950,VF_0959,447,membrane spanning protein in TolA-TolQ-TolR complex,365,577,546,436,422,119,98,240,336
c1cds951,VF_0960,1041,membrane anchored protein in TolA-TolQ-TolR complex,3521,2892,4077,824,624,192,150,824,2149
c1cds952,VF_0962,1353,translocation protein TolB,19557,18320,20050,14884,13728,3074,959,5385,13142
c1cds953,VF_0963,567,peptidoglycan-associated outer membrane lipoprotein,36583,30375,28290,48894,59123,11444,537,11650,24735
c1cds954,VF_0964,759,hypothetical protein,9200,8672,8675,7943,4134,1297,225,1769,3734
c1cds955,VF_0965,1050,quinolinate synthetase,1010,2621,3535,2432,1754,464,71,852,1124
c1cds956,VF_0966,591,hypothetical protein,497,682,995,1894,1475,415,59,287,396
c1cds957,VF_0967,453,hypothetical protein,24,11,2,981,847,235,29,31,13
c1cds958,VF_0968,1056,beta-lactamase family protein,447,256,320,167,125,30,37,164,249
c1cds959,VF_0969,387,potential redox protein,1020,1998,1195,152,188,67,229,312,486
c1cds960,VF_0970,711,C factor cell-cell signaling protein,852,1613,1374,169,267,84,538,530,813
c1cds961,VF_0971,1359,GTP-binding protein HflX,501,986,1028,583,525,150,63,691,532
c1cds962,VF_0972,546,RNA polymerase sigma factor SigZ,533,594,692,447,549,109,81,236,327
c1cds963,VF_0973,1599,glutamate--cysteine ligase,982,1917,1486,77,82,18,45,177,294
c1cds964,VF_0974,1800,multidrug ABC transporter ATP-binding protein,1011,1706,1556,174,125,39,88,278,450
c1cds965,VF_0975,1818,multidrug ABC transporter ATP-binding protein,889,1063,1153,209,137,71,86,229,351
c1cds966,VF_0976,1461,glutathione synthetase,1161,1383,1419,1018,899,254,127,587,906
c1cds967,VF_2598,234,hypothetical protein,135,136,109,113,54,18,20,57,66
c1cds968,VF_0977,423,acetyltransferase,340,503,603,304,215,74,36,208,228
c1cds969,VF_0978,981,quinone oxidoreductase,356,213,161,618,232,75,27,88,131
c1cds970,VF_0979,318,hypothetical protein,373,427,560,185,106,29,0,229,244
c1cds971,VF_0980,1161,transporter,102,82,114,200,223,49,3,325,652
c1cds972,VF_0981,597,hypothetical protein,969,1336,834,110,140,32,59,415,657
c1cds973,VF_0982,858,hypothetical protein,244,360,219,603,146,43,45,192,151
c1cds974,VF_0983,363,lipoprotein,2981,1568,1962,936,826,223,287,505,1103
c1cds975,VF_0984,390,lipoprotein,1051,670,636,395,379,120,23,224,325
c1cds976,VF_0985,2484,diguanylate cyclase,1646,1761,1270,340,257,59,302,1256,1093
c1cds977,VF_0986,3162,ClC family chloride transporter,3020,813,1430,575,330,62,72,445,1075
c1cds978,VF_0987,1953,methyl-accepting chemotaxis protein,1868,1476,1440,173,196,58,759,555,1175
c1cds979,VF_0988,750,hypothetical protein,519,435,417,172,253,59,95,253,306
c1cds980,VF_0989,1896,diguanylate cyclase %28GGDEF%29%2C inhibitor of flagellar motility,503,1109,711,747,662,225,295,459,370
c1cds981,VF_0990,960,serine%2Fthreonine protein kinase,139,92,66,74,34,23,32,68,80
c1cds982,VF_0991,672,protein phosphatase 2C,49,51,48,43,44,8,7,24,47
c1cds983,VF_0993,3522,secretion protein IcmF,310,196,183,270,118,31,144,70,137
c1cds984,VF_0994,834,OmpA family protein,69,34,47,72,63,12,39,10,18
c1cds985,VF_0995,1323,hypothetical protein,104,49,52,153,88,20,78,12,38
c1cds986,,492,lipoprotein,38,20,23,68,54,12,0,7,6
c1cds987,VF_0997,1311,phospho-specific protein-protein interaction motif-containing protein,132,51,65,176,138,31,48,23,46
c1cds988,,129,hypothetical protein,4,1,0,8,0,1,0,0,1
c1cds989,VF_0998,1569,transcriptional regulator,57,22,31,135,54,14,44,11,30
c1cds990,VF_0999,2583,ATP-dependent protease subunit,137,42,89,339,145,45,35,35,48
c1cds991,,1041,quinoprotein dehydrogenase,22,18,9,34,26,9,0,12,7
c1cds992,VF_1001,1752,hypothetical protein,51,9,8,55,11,4,28,9,15
c1cds993,,426,hypothetical protein,4,5,7,30,18,7,0,5,8
c1cds994,VF_1003,1476,hypothetical protein,142,58,46,348,173,27,21,59,75
c1cds995,,501,cytoplasmic protein,22,3,8,53,23,7,0,5,5
c1cds996,VF_1005,1551,hypothetical protein,40,15,18,55,35,10,171,28,34
c1cds997,VF_1006,207,hypothetical protein,15,25,14,65,42,13,38,9,8
c1cds998,VF_1007,552,primosomal replication protein N%27,50,110,124,164,146,34,0,53,91
c1cds999,VF_1008,771,hypothetical protein,159,263,275,208,145,48,6,90,136
c1cds1000,VF_1009,2085,ATP-dependent DNA helicase DinG,475,725,795,503,348,123,68,226,218
c1cds1001,VF_1010,1107,hypothetical protein,24828,56404,72148,77246,22340,3522,5039,40357,43508
c1cds1002,VF_1011,1059,hypothetical protein,10853,21740,30800,550029,396625,148705,809,6776,8294
c1cds1003,VF_1012,897,ATP phosphoribosyltransferase,567,915,1303,922,1139,261,177,469,490
c1cds1004,VF_1013,1320,histidinol dehydrogenase,655,1130,1825,840,1394,232,39,358,363
c1cds1005,VF_1014,1041,histidinol-phosphate aminotransferase,818,944,1661,867,1353,277,35,155,183
c1cds1006,VF_1015,1074,imidazole glycerol-phosphate dehydratase%2Fhistidinol phosphatase,622,1181,1908,874,1273,224,36,179,294
c1cds1007,VF_1016,615,imidazole glycerol phosphate synthase subunit HisH,376,728,1178,298,570,107,25,87,135
c1cds1008,VF_1017,738,1-%285-phosphoribosyl%29-5-%5B%285-phosphoribosylamino%29methylideneamino%5D imidazole-4-carboxamide isomerase,420,769,1159,485,678,151,29,86,126
c1cds1009,VF_1018,774,imidazole glycerol phosphate synthase subunit HisF,402,633,984,430,590,100,41,110,164
c1cds1010,VF_1019,621,bifunctional phosphoribosyl-AMP cyclohydrolase%2Fphosphoribosyl-ATP pyrophosphatase,761,755,990,702,1093,156,66,212,255
c1cds1011,VF_1020,687,23S rRNA and tRNA pseudouridine synthase,50,165,174,163,96,32,23,142,253
c1cds1012,VF_1021,951,methyltransferase,512,512,671,474,357,81,29,345,464
c1cds1013,VF_1022,399,hypothetical protein,609,459,523,844,560,180,4,311,287
c1cds1014,VF_1023,303,hypothetical protein,312,339,430,619,512,149,67,293,303
c1cds1015,VF_1024,432,hydrolase,434,826,1285,216,155,34,0,314,457
c1cds1016,VF_1025,546,intracellular septation protein A,401,326,349,139,78,27,40,288,201
c1cds1017,VF_1026,1257,glutamate%2Faspartate:proton symporter,374,574,956,407,467,77,40,856,1019
c1cds1018,VF_1027,807,tryptophan synthase subunit alpha,1699,1460,1998,2407,2583,497,19,263,459
c1cds1019,VF_1028,1191,tryptophan synthase subunit beta,1143,962,1365,2477,2432,581,92,194,327
c1cds1020,VF_1029,1413,bifunctional indole-3-glycerol phosphate synthase%2Fphosphoribosylanthranilate isomerase,820,621,753,1261,993,247,24,303,383
c1cds1021,VF_1031,1008,anthranilate phosphoribosyltransferase,619,427,565,872,885,189,0,138,203
c1cds1022,VF_1032,603,anthranilate synthase component II,225,206,297,332,401,96,30,36,48
c1cds1023,VF_1033,876,component I of anthranilate synthase,269,251,340,405,420,109,9,73,82
c1cds1024,VF_2602,924,component I of anthranilate synthase,235,182,219,383,304,85,11,178,142
c1cds1025,VF_2603,78,trp operon leader peptide,0,0,1,0,0,0,32,6,2
c1cds1026,VF_1034,840,hypothetical protein,994,909,1082,1036,1402,380,96,255,423
c1cds1027,VF_1035,621,hypothetical protein,2150,1963,2206,2487,7957,1424,115,517,809
