VF_number,CDS_number,Plk1_rpkm,Plk2_rpkm,Plk3_rpkm,Plk_rpkm_mean,Plk_rpkm_std,Swt1_rpkm,Swt2_rpkm,Swt3_rpkm,Swt_rpkm_mean,Swt_rpkm_std,Vnt1_rpkm,Vnt2_rpkm,Vnt3_rpkm,Vnt_rpkm_mean,Vnt_rpkm_std,Plk-vs-Swt_log2fc,Plk-vs-Swt_padj,Vnt-vs-Plk_log2fc,Vnt-vs-Plk_padj,Vnt-vs-Swt_log2fc,Vnt-vs-Swt_padj,Description,KO_number,Pathways
VF_0897,c1cds887,145.190302372,445.252110986,395.493758934,328.645390764,160.812936334,716.509250074,279.943731873,264.684767114,420.379249687,256.569565319,85.7603805007,482.306557547,395.284131033,321.117023027,208.417339886,-0.082535,0.939831306183,-0.635505,0.566243141904,-0.71804,0.412153510075,hypothetical protein,,
VF_0898,c1cds888,54.3700857031,43.2618447629,37.5068924881,45.046274318,8.5720454373,150.088114617,112.962900252,135.47046614,132.84049367,18.7018168045,197.167010404,123.795270727,71.8354182259,130.932566452,62.969895523,-1.366852,5.14797650959e-06,0.642157,0.0747447480653,-0.724696,0.0209933124826,lipoprotein,,
VF_0899,c1cds889,88.5492632607,106.976907379,136.348545919,110.624905519,24.1075459864,145.207171373,136.338765419,89.2170066301,123.587647808,30.0943165275,89.0183925815,167.717869425,143.200922751,133.312394919,40.270822575,0.050499,0.944956516939,-0.421221,0.57093353677,-0.370722,0.534928740398,phosphoserine aminotransferase,K00831,"[('PATH:ko00680', ('Metabolism', 'Energy Metabolism', 'Methane metabolism')), ('PATH:ko00260', ('Metabolism', 'Amino Acid Metabolism', 'Glycine, serine and threonine metabolism')), ('BR:ko01007', ('Metabolism', 'Amino Acid Metabolism', 'Amino acid related enzymes')), ('PATH:ko00750', ('Metabolism', 'Metabolism of Cofactors and Vitamins', 'Vitamin B6 metabolism'))]"
VF_0900,c1cds890,33.0250002744,30.9850496244,37.5934189109,33.8678229366,3.38384377393,89.8520550339,55.4272424348,70.5230052306,71.9341008998,17.2557330723,19.5298029264,29.2204679513,20.8081414143,23.1861374307,5.26482629784,-0.863915,0.0527452912712,-1.238008,0.00835218249112,-2.101923,3.35900102816e-07,cysteine%2Fglutathione ABC transporter membrane%2FATP-binding protein,K06147,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0901,c1cds891,29.6323376033,35.9471505412,41.4837361077,35.6877414174,5.92995627703,82.5750983035,46.1678428822,49.3672764665,59.3700725507,20.1597125216,48.6846153266,35.358622338,26.9979518527,37.0137298391,10.9376587434,-0.504771,0.252145431847,-0.791673,0.085597545674,-1.296444,0.000869125646988,cysteine%2Fglutathione ABC transporter membrane%2FATP-binding protein,K06147,"[('BR:ko02000', ('Environmental Information Processing', 'Membrane Transport', 'Transporters'))]"
VF_0902,c1cds892,205.433492384,142.059375714,161.878358616,169.790408905,32.4194397047,302.176850584,376.10027706,302.617980052,326.965035899,42.5529386975,235.574709792,230.897930075,181.469262716,215.980634194,29.9790616617,-0.768204,0.0248139097983,-0.415602,0.321051500184,-1.183806,0.000260351851182,thioredoxin reductase,K00384,"[('PATH:ko00240', ('Metabolism', 'Nucleotide Metabolism', 'Pyrimidine metabolism')), ('PATH:ko00450', ('Metabolism', 'Metabolism of Other Amino Acids', 'Selenocompound metabolism'))]"
VF_0903,c1cds893,153.75405724,19.4796668154,30.8163403962,68.0166881504,74.4667871318,719.98337328,1328.5284746,732.254338836,926.92206224,347.855468532,36.0646870126,26.5376763392,17.4063457237,26.6695696918,9.32986987075,-3.497615,2.04349356412e-07,-1.95719,0.0114898049279,-5.454805,1.21965590731e-16,alanine dehydrogenase,K00259,"[('PATH:ko00250', ('Metabolism', 'Amino Acid Metabolism', 'Alanine, aspartate and glutamate metabolism')), ('PATH:ko00430', ('Metabolism', 'Metabolism of Other Amino Acids', 'Taurine and hypotaurine metabolism'))]"
VF_0904,c1cds894,131.620943977,102.644978203,107.354191367,113.873371182,15.5491616246,448.010787383,323.574429585,260.693074718,344.092763895,95.329601393,205.062930727,163.299303682,92.8096461288,153.723960179,56.7359266969,-1.390873,3.11339094034e-05,-0.411303,0.351703507683,-1.802176,5.30959578186e-08,leucine-responsive transcriptional regulator,K03719,"[('BR:ko03000', ('Genetic Information Processing', 'Transcription', 'Transcription factors')), ('BR:ko03036', ('Genetic Information Processing', 'Replication and Repair', 'Chromosome'))]"
VF_0905,c1cds895,53.13454735,44.9932501957,44.7129603054,47.6135859504,4.7833462856,73.6206206241,51.8452313944,53.4996475925,59.655166537,12.1226937655,107.042650846,61.1395357518,69.622442876,79.2682098245,24.4244674221,-0.135103,0.725766852232,-0.086708,0.852642986701,-0.221811,0.505050065213,DNA-binding membrane protein,K03466,"[('BR:ko03036', ('Genetic Information Processing', 'Replication and Repair', 'Chromosome'))]"
VF_0906,c1cds896,160.80731852,126.984696882,126.094412534,137.962142646,19.7895097745,136.633547496,100.196889781,95.2034862355,110.677974504,22.6164176373,163.363366589,102.522704211,106.034384943,123.973485248,34.157796174,0.494591,0.122452470084,-0.955432,0.00323328224604,-0.460841,0.143460386961,outer-membrane lipoprotein carrier protein,K03634,"[(None, ('Unclassified', 'Cellular Processes and Signaling', 'Membrane and intracellular structural molecules'))]"
VF_0907,c1cds897,40.07555546,24.3166227727,26.8043114374,30.39882989,8.47209608305,41.6373484536,31.6309440586,31.7867972528,35.018363255,5.73273899183,92.3772727284,53.7671973213,63.2286587304,69.7910429267,20.1241930394,-0.03625,0.936943227674,0.399679,0.349219679899,0.363429,0.319271198971,recombination factor protein RarA,K07478,"[(None, ('Unclassified', 'Genetic Information Processing', 'Replication, recombination and repair proteins'))]"
VF_0908,c1cds898,137.922989846,195.967946975,256.761281608,196.88407281,59.4244424638,799.600601987,660.146393907,670.044756405,709.930584099,77.8140634843,89.1323482793,354.420676623,312.083206907,251.878743936,142.523357068,-1.54073,0.026454042253,-0.27794,0.782437955787,-1.81867,0.00641671459257,seryl-tRNA synthetase,K01875,"[('BR:ko01007', ('Metabolism', 'Amino Acid Metabolism', 'Amino acid related enzymes')), ('PATH:ko00970', ('Genetic Information Processing', 'Translation', 'Aminoacyl-tRNA biosynthesis'))]"
VF_0909,c1cds899,154.082941224,50.5532128363,72.1394860822,92.2585467143,54.6185281344,209.391173901,122.916064771,152.435007271,161.580748648,43.9570195052,414.902806354,149.04718149,144.467007065,236.138998303,154.830936189,-0.646888,0.247375577214,0.450303,0.503924747719,-0.196584,0.736688348793,thioredoxin,K03672,"[('BR:ko03110', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Chaperones and folding catalysts'))]"
VF_0910,c1cds900,197.800134698,387.467875447,389.15695301,324.808321052,109.995558076,131.045044967,75.1444120758,66.6600706401,90.949842561,34.9816373886,179.915295601,459.28472498,426.202311901,355.134110827,152.642839402,1.971897,0.00223078282713,-0.525898,0.551456283597,1.446,0.0264763349845,dsDNA-mimic protein,K09901,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0911,c1cds901,75.9352341111,98.3274771307,116.882178574,97.0482966051,20.5034214783,75.1829726764,49.1744675219,43.407683023,55.9217077404,16.9281185034,188.982644716,175.721443826,186.286403847,183.663497463,7.00889368487,0.992874,0.0319050639155,0.139243,0.839858028706,1.132117,0.0111699400437,inosine%2Fguanosine kinase,K00892,"[('PATH:ko00230', ('Metabolism', 'Nucleotide Metabolism', 'Purine metabolism'))]"
VF_0912,c1cds902,48.0859737412,42.499749496,41.4174696817,44.0010643063,3.57878418145,45.739620934,64.8107243264,95.160014324,68.5701198614,24.9237559729,119.011408655,61.3951363678,71.1094661969,83.8386704065,30.8453106309,-0.453009,0.34309306323,0.085432,0.898530000933,-0.367577,0.422914422036,hypothetical protein,K01792,"[('PATH:ko00010', ('Metabolism', 'Carbohydrate Metabolism', 'Glycolysis / Gluconeogenesis'))]"
VF_0913,c1cds903,1276.28049769,905.624851175,1034.72969612,1072.21168166,188.149080529,4751.41767079,5357.78565432,8899.81688839,6336.34007116,2240.64289372,893.65711471,1844.21840961,1687.98992255,1475.28848229,509.728477581,-2.308417,1.74996903703e-05,-0.18999,0.824928875682,-2.498406,2.71280019947e-06,glyceraldehyde-3-phosphate dehydrogenase,K00134,"[('PATH:ko00010', ('Metabolism', 'Carbohydrate Metabolism', 'Glycolysis / Gluconeogenesis')), ('PATH:ko05010', ('Human Diseases', 'Neurodegenerative Diseases', ""Alzheimer's disease""))]"
VF_0914,c1cds904,256.528923922,169.071542311,133.691084109,186.430516781,63.2319873045,105.705850064,155.871307097,128.160693088,129.91261675,25.1285733227,667.660777396,280.216397845,234.41877775,394.098650997,238.015825633,0.656054,0.131892129648,0.169824,0.779222898044,0.825878,0.04470490795,methionine sulfoxide reductase B,K07305,"[(None, ('Unclassified', 'Genetic Information Processing', 'Protein folding and associated processing'))]"
VF_0915,c1cds905,17.6754603121,31.6695347193,21.0383998457,23.4611316257,7.30484439171,77.1939384343,45.0645161142,87.423452823,69.8939691238,22.1028741055,194.148944774,24.0712149617,7.1931346778,75.1377648044,103.411619834,-1.239625,0.172089068059,0.404955,0.746626471905,-0.83467,0.353341971076,hypothetical protein,,
VF_0916,c1cds906,42.6073902376,55.5928286262,32.4433491656,43.5478560098,11.6033597171,49.1418918627,43.5440814588,42.1010972464,44.9290235226,3.71910548349,2942.65305593,128.887412429,104.636495736,1058.7256547,1631.57404569,0.131853,0.91645973272,3.0264,0.00159479258134,3.158253,0.000306947395692,general negative regulator of transcription subunit 1,K09916,"[(None, ('Unclassified', 'Poorly Characterized', 'Function unknown'))]"
VF_0917,c1cds908,25.3301452694,31.545155366,22.0728243932,26.3160416762,4.81251049957,18.4924192375,12.6760488471,11.662150631,14.2768729052,3.68579985324,59.8913956409,50.3933316143,34.6802356906,48.3216543153,12.7326168416,1.056917,0.00662261039281,0.047687,0.939708537836,1.104605,0.00431486899488,cation transporter%2C voltage-gated ion channel cation transporter,,
VF_0918,c1cds909,288.12600462,464.410453341,521.869789624,424.802082528,121.801709905,506.955515198,2570.83229313,3164.62438348,2080.80406394,1394.95401445,898.779952069,982.931878918,1361.65148215,1081.12110438,246.563087947,-1.968162,0.00697466545638,0.579352,0.557421143202,-1.38881,0.0585880785407,bifunctional acetaldehyde-CoA dehydrogenase%2Firon-dependent alcohol dehydrogenase%2Fpyruvate-formate lyase deactivase,K04072,"[('PATH:ko00010', ('Metabolism', 'Carbohydrate Metabolism', 'Glycolysis / Gluconeogenesis')), ('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko00650', ('Metabolism', 'Carbohydrate Metabolism', 'Butanoate metabolism')), ('PATH:ko00071', ('Metabolism', 'Lipid Metabolism', 'Fatty acid metabolism')), ('PATH:ko00350', ('Metabolism', 'Amino Acid Metabolism', 'Tyrosine metabolism')), ('PATH:ko00362', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Benzoate degradation')), ('PATH:ko00625', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Chloroalkane and chloroalkene degradation')), ('PATH:ko00622', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Xylene degradation')), ('PATH:ko00621', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Dioxin degradation')), ('PATH:ko00626', ('Metabolism', 'Xenobiotics Biodegradation and Metabolism', 'Naphthalene degradation'))]"
VF_0919,c1cds910,495.71371247,196.459889389,152.947217495,281.706939785,186.607910391,52.2962700565,67.6195598506,110.233453281,76.7164277294,30.0207270716,160.144383996,559.73961969,341.116799035,353.66693424,200.093022161,1.877485,0.00706713393413,-0.253597,0.808507555027,1.623887,0.0185065702492,short chain dehydrogenase,,
VF_0920,c1cds911,17.5929475677,69.5506830395,45.1345411726,44.0927239266,25.9945303135,157.304351115,217.544682868,100.89316204,158.580732008,58.336233929,81.8094584912,17.8967925739,7.42981034813,35.7120204711,40.263131687,-1.502461,0.0599719927754,-1.401972,0.117071824959,-2.904433,9.2318305933e-05,hypothetical protein,,
VF_0921,c1cds912,1430.06596302,551.662219338,612.123595473,864.617259276,490.625184761,3293.09931815,4206.15365238,3367.44007052,3622.23101368,507.056084524,1134.42449108,1094.19905143,1135.80658486,1121.47670912,23.6332499412,-1.891708,3.12153417282e-05,-0.313975,0.63877882902,-2.205684,8.23599167393e-07,superoxide dismutase%2C Fe,K04564,"[('PATH:ko04146', ('Cellular Processes', 'Transport and Catabolism', 'Peroxisome')), ('PATH:ko05016', ('Human Diseases', 'Neurodegenerative Diseases', ""Huntington's disease""))]"
VF_0922,c1cds913,705.707278642,452.741872509,476.943467248,545.1308728,139.588738378,899.353542197,342.314261414,425.145901657,555.604568423,300.562452553,276.91633066,596.073595003,372.69915598,415.229693881,163.774158023,0.155034,0.839206674948,-1.032134,0.118358349805,-0.8771,0.136077460224,glutaredoxin,K07390,"[('BR:ko03110', ('Genetic Information Processing', 'Folding, Sorting and Degradation', 'Chaperones and folding catalysts'))]"
VF_0923,c1cds914,9.72581222536,9.2358381665,11.8064853499,10.2560452472,1.36488718525,27.0582259617,12.8793753299,15.3573320637,18.4316444518,7.57287916214,11.8895072967,21.2468946549,12.4589353016,15.1984457511,5.24584241755,-0.61419,0.290433569669,-0.138254,0.866945684339,-0.752444,0.168458492431,response regulator receiver domain-containing protein,,
VF_0924,c1cds915,27.5056377367,25.7490850617,27.3265332041,26.8604186675,0.966600432393,45.9069396743,28.3875315565,27.0853560163,33.793275749,10.5109255327,28.6789792258,35.8751178371,21.9838610212,28.8459860281,6.94713411669,-0.129723,0.809649054026,-0.645236,0.191730288931,-0.774959,0.065088181833,transporter,K07084,"[(None, ('Unclassified', 'Poorly Characterized', 'General function prediction only'))]"
VF_0925,c1cds916,26.2802036179,23.4133242048,28.0914001202,25.9283093143,2.35880706467,32.3761149152,18.8238669496,16.1419005137,22.4472941262,8.70254834439,53.6208400825,51.5395524258,40.9253099368,48.6952341484,6.80894494524,0.394067,0.425650620768,0.130978,0.841626793482,0.525045,0.248991841268,ribonuclease T,K03683,"[(None, ('Unclassified', 'Genetic Information Processing', 'Replication, recombination and repair proteins'))]"
VF_0926,c1cds917,56.6029287236,183.376096451,136.223207181,125.400744119,64.0757621413,49.3368094302,32.1156799404,29.097174718,36.8498880296,10.9188024982,58.6649506789,58.1826225843,33.8655369535,50.2377034056,14.1807628797,1.939672,0.000523704886695,-2.104869,0.000453093476298,-0.165197,0.808095852899,flagellar motor protein MotY,,
VF_0927,c1cds918,73.7227611089,180.129079422,59.6569233219,104.502921284,65.8706975381,174.657519858,5.78996183414,5.22634310645,61.8912749328,97.6588393971,533.446465312,128.567416094,75.8240578017,245.945979736,250.375442817,0.882028,0.485228699319,0.117355,0.945687740882,0.999383,0.382274006525,hypothetical protein,,
VF_0928,c1cds919,221.6892832,104.360513587,110.005281319,145.351692702,66.1705118838,321.280764532,329.677233332,273.505689306,308.15456239,30.2990672561,623.679807218,162.206508495,159.73635952,315.207558411,267.147658837,-0.914867,0.0799011379197,0.145832,0.847382597898,-0.769035,0.133034430734,glyoxalase I%2C Ni-dependent,K01759,"[('PATH:ko00620', ('Metabolism', 'Carbohydrate Metabolism', 'Pyruvate metabolism')), ('PATH:ko04011', ('Environmental Information Processing', 'Signal Transduction', 'MAPK signaling pathway - yeast'))]"
VF_0929,c1cds920,64.6913538791,61.8737187892,54.1084379391,60.2245035358,5.48082664041,72.0964930591,56.5141469316,83.1099490453,70.5735296787,13.3631484169,371.907633903,40.984575927,47.5270231438,153.473077658,189.198156506,-0.038136,0.967219406048,0.202186,0.843411786756,0.16405,0.837103704866,DNA glycosylase and apyrimidinic %28AP%29 lyase,K10773,"[('PATH:ko03410', ('Genetic Information Processing', 'Replication and Repair', 'Base excision repair')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
VF_0930,c1cds921,47.6388688725,51.3837076763,55.0538183259,51.3587982915,3.7075374856,46.27586403,36.2851363665,37.1154409935,39.89214713,5.54402674398,83.5841302437,40.2792007028,44.4604365708,56.1079225058,23.8867573582,0.558766,0.127449518177,-0.748142,0.0575810864716,-0.189376,0.632634492744,electron transport complex protein RsxE,K03613,"[(None, ('Unclassified', 'Metabolism', 'Energy metabolism'))]"
VF_0931,c1cds922,44.7980844428,31.9367515698,36.3175196454,37.6841185527,6.53866693197,58.2375795457,31.9968566209,45.7924256779,45.3422872815,13.1261515051,51.3575196702,31.0144244251,33.0927583324,38.4882341426,11.1934690981,-0.078037,0.875180958408,-0.765796,0.0794495641015,-0.843832,0.0278336874757,electron transport complex protein RnfG,K03612,"[(None, ('Unclassified', 'Metabolism', 'Energy metabolism'))]"
VF_0932,c1cds923,51.5067570555,18.3991361979,18.1606053615,29.3554995383,19.1839224726,74.0248752057,22.0211839086,32.1464703372,42.7308431505,27.5702319181,121.555375804,31.4713039183,29.7951114805,60.9405970677,52.5006281509,-0.372668,0.645565975094,0.095326,0.92754318643,-0.277342,0.711442694006,inner membrane oxidoreductase %28Rnf%2FRsx reducing system%29,K03614,"[(None, ('Unclassified', 'Metabolism', 'Energy metabolism'))]"
VF_0933,c1cds924,37.5272982826,15.5780288771,23.5061246785,25.5371506127,11.1146932759,68.0248514856,24.9472125173,24.7115136011,39.2278592013,24.9392053193,21.2107497322,19.393300833,22.3771933264,20.9937479639,1.5037356578,-0.427722,0.528223475514,-0.946345,0.157857742367,-1.374066,0.0147144677422,electron transport complex protein RnfC,K03615,"[(None, ('Unclassified', 'Metabolism', 'Energy metabolism'))]"
VF_0934,c1cds925,21.3284828701,28.2261123583,24.1088458241,24.5544803508,3.47034086764,48.3858627571,23.9485440608,24.6129491594,32.3157853258,13.9210595868,21.0788334491,41.7374895905,36.2792202852,33.0318477749,10.7053299603,-0.173117,0.816246216581,-0.220866,0.794056489787,-0.393983,0.530855783944,electron transport complex protein RnfB,K03616,"[(None, ('Unclassified', 'Metabolism', 'Energy metabolism'))]"
VF_0935,c1cds926,34.372348427,24.1954131792,25.8082709099,28.125344172,5.46983766998,43.4595610956,19.473969571,26.3674397703,29.7669901456,12.3488808101,53.9317856757,100.913086075,62.9871186302,72.6106634602,24.9252905322,0.101957,0.884970252778,0.657975,0.312713341371,0.759932,0.164444981055,Na%28%2B%29-translocating NADH-quinone reductase subunit E,K03617,"[(None, ('Unclassified', 'Metabolism', 'Energy metabolism'))]"
VF_0936,c1cds927,34.9562214062,32.5584751774,36.1792938183,34.5646634673,1.84189308109,57.9838618665,48.8287494044,52.9839510397,53.2655207702,4.58404648568,167.79283562,52.6363246503,44.8296720573,88.4196107758,68.8499642178,-0.421478,0.374567682333,0.351709,0.531319380071,-0.069769,0.882810314892,excinuclease ABC subunit B,K03702,"[('PATH:ko03420', ('Genetic Information Processing', 'Replication and Repair', 'Nucleotide excision repair')), ('BR:ko03400', ('Genetic Information Processing', 'Replication and Repair', 'DNA repair and recombination proteins'))]"
